origin_id;destination_id;distance
GDM4;ARC13;9
GDM4;ARC14;8
GDM4;ARC15;7
GDM4;ARC16;6
GDM4;ARC17;11
GDM4;ARC18;11
GDM4;ARC19;7
GDM4;ARC2;9
GDM4;ARC20;6
GDM4;ARC21;5
GDM4;ARC3;9
GDM4;ARC4;9
GDM4;ARC5;9
GDM4;ARC6;8
GDM4;ARC7;7
GDM4;ARC8;10
GDM4;ARC9;10
GDM4;AVE1;7
GDM4;AVE2;8
GDM4;AVE3;9
GDM4;AVE4;8
GDM4;AVE5;7
GDM4;CAV1;11
GDM4;CAV2;11
GDM4;CAV3;12
GDM4;ESP1;4
GDM4;GDM1;3
GDM4;GDM2;2
GDM4;GDM3;2
GDM4;GDM4;1
GDM4;GDM5;2
GDM4;GDM6;3
GDM4;GDM7;3
GDM4;GDM8;4
GDM4;GDM9;3
GDM4;MAI1;4
GDM4;MAI2;5
GDM4;MAI3;5
GDM4;MAI4;4
GDM4;MAI5;5
GDM4;MTS1;5
GDM4;MTS2;5
GDM4;MTS3;6
GDM4;OAZ1;8
GDM4;OAZ2;7
GDM4;OAZ3;8
GDM4;OAZ4;9
GDM4;OAZ5;9
GDM4;OAZ6;9
GDM4;OAZ7;8
GDM4;OAZ8;8
GDM4;PRD1;5
GDM4;PRD2;4
GDM4;PRD3;5
GDM4;PRD4;6
GDM4;PRD5;3
GDM4;PRD6;4
GDM4;PRD7;5
GDM4;PRD8;3
GDM4;PRD9;2
GDM4;PRT1;4
GDM4;PRT2;4
GDM4;PRT3;3
GDM4;PV_VC;7
GDM4;PVZ2;8
GDM4;PVZ3;9
GDM4;PVZ4;10
GDM4;PVZ5;9
GDM4;PVZ6;9
GDM4;RAV1;5
GDM4;RAV10;13
GDM4;RAV2;7
GDM4;RAV3;7
GDM4;RAV4;7
GDM4;RAV5;9
GDM4;RAV6;10
GDM4;RAV7;10
GDM4;RAV8;11
GDM4;RAV9;12
GDM4;SJM1;7
GDM4;SMF1;6
GDM4;SMF10;4
GDM4;SMF11;5
GDM4;SMF12;6
GDM4;SMF2;5
GDM4;SMF3;5
GDM4;SMF4;6
GDM4;SMF5;4
GDM4;SMF6;4
GDM4;SMF7;5
GDM4;SMF8;6
GDM4;SMF9;7
GDM4;STR1;6
GDM4;STR2;7
GDM4;STR3;7
GDM4;STR4;6
GDM4;STR5;8
GDM4;STR6;5
GDM4;STR7;8
GDM4;STR8;4
GDM4;TES1;5
GDM4;TES10;4
GDM4;TES11;5
GDM4;TES12;6
GDM4;TES2;6
GDM4;TES3;7
GDM4;TES4;6
GDM4;TES5;5
GDM4;TES6;6
GDM4;TES7;7
GDM4;TES8;7
GDM4;TES9;4
GDM4;TRF1;6
GDM4;TRF2;6
GDM4;TRF3;5
GDM4;VCB1;9
GDM4;VCB2;8
GDM4;VCB3;9
GDM4;VCB4;10
GDM4;VCB5;9
GDM4;VCB6;10
GDM4;VCB7;10
GDM4;VCB8;10
GDM4;VCB9;11
GDM4;VCD10;8
GDM4;VCD11;7
GDM4;VCD12;6
GDM4;VCD2;7
GDM4;VCD3;6
GDM4;VCD4;8
GDM4;VCD5;8
GDM4;VCD6;7
GDM4;VCD7;6
GDM4;VCD8;5
GDM4;VCD9;6
GDM4;VLG1;3
GDM4;VLG2;4
GDM4;VLG3;4
GDM4;VNG1;3
GDM4;VNG10;3
GDM4;VNG11;3
GDM4;VNG12;4
GDM4;VNG2;2
GDM4;VNG3;3
GDM4;VNG4;4
GDM4;VNG5;4
GDM4;VNG6;2
GDM4;VNG7;3
GDM4;VNG8;4
GDM4;VNG9;3
GDM5;ARC1;8
GDM5;ARC10;10
GDM5;ARC11;10
GDM5;ARC12;10
GDM5;ARC13;9
GDM5;ARC14;7
GDM5;ARC15;6
GDM5;ARC16;6
GDM5;ARC17;11
GDM5;ARC18;11
GDM5;ARC19;6
GDM5;ARC2;9
GDM5;ARC20;5
GDM5;ARC21;5
GDM5;ARC3;9
GDM5;ARC4;9
GDM5;ARC5;9
GDM5;ARC6;8
GDM5;ARC7;7
GDM5;ARC8;10
GDM5;ARC9;10
GDM5;AVE1;7
GDM5;AVE2;8
GDM5;AVE3;9
GDM5;AVE4;8
GDM5;AVE5;7
GDM5;CAV1;12
GDM5;CAV2;12
GDM5;CAV3;13
GDM5;ESP1;4
GDM5;GDM1;4
GDM5;GDM2;3
GDM5;GDM3;3
GDM5;GDM4;2
GDM5;GDM5;1
GDM5;GDM6;2
GDM5;GDM7;3
GDM5;GDM8;4
GDM5;GDM9;3
GDM5;MAI1;5
GDM5;MAI2;6
GDM5;MAI3;5
GDM5;MAI4;4
GDM5;MAI5;5
GDM5;MTS1;6
GDM5;MTS2;6
GDM5;MTS3;7
GDM5;OAZ1;7
GDM5;OAZ2;6
GDM5;OAZ3;7
GDM5;OAZ4;8
GDM5;OAZ5;8
GDM5;OAZ6;8
GDM5;OAZ7;7
GDM5;OAZ8;7
GDM5;PRD1;5
GDM5;PRD2;4
GDM5;PRD3;5
GDM5;PRD4;6
GDM5;PRD5;3
GDM5;PRD6;4
GDM5;PRD7;5
GDM5;PRD8;3
GDM5;PRD9;2
GDM5;PRT1;5
GDM5;PRT2;5
GDM5;PRT3;4
GDM5;PV_VC;8
GDM5;PVZ2;9
GDM5;PVZ3;10
GDM5;PVZ4;11
GDM5;PVZ5;10
GDM5;PVZ6;9
GDM5;RAV1;5
GDM5;RAV10;12
GDM5;RAV2;6
GDM5;RAV3;6
GDM5;RAV4;6
GDM5;RAV5;8
GDM5;RAV6;9
GDM5;RAV7;9
GDM5;RAV8;10
GDM5;RAV9;11
GDM5;SJM1;6
GDM5;SMF1;5
GDM5;SMF10;3
GDM5;SMF11;4
GDM5;SMF12;5
GDM5;SMF2;5
GDM5;SMF3;4
GDM5;SMF4;5
GDM5;SMF5;4
GDM5;SMF6;3
GDM5;SMF7;4
GDM5;SMF8;5
GDM5;SMF9;6
GDM5;STR1;6
GDM5;STR2;7
GDM5;STR3;7
GDM5;STR4;6
GDM5;STR5;8
GDM5;STR6;5
GDM5;STR7;8
GDM5;STR8;4
GDM5;TES1;5
GDM5;TES10;4
GDM5;TES11;5
GDM5;TES12;6
GDM5;TES2;6
GDM5;TES3;7
GDM5;TES4;6
GDM5;TES5;5
GDM5;TES6;6
GDM5;TES7;7
GDM5;TES8;7
GDM5;TES9;4
GDM5;TRF1;6
GDM5;TRF2;6
GDM5;TRF3;5
GDM5;VCB1;8
GDM5;VCB2;7
GDM5;VCB3;8
GDM5;VCB4;9
GDM5;VCB5;8
GDM5;VCB6;9
GDM5;VCB7;9
GDM5;VCB8;9
GDM5;VCB9;10
GDM5;VCD10;8
GDM5;VCD11;7
GDM5;VCD12;7
GDM5;VCD2;8
GDM5;VCD3;7
GDM5;VCD4;9
GDM5;VCD5;9
GDM5;VCD6;8
GDM5;VCD7;7
GDM5;VCD8;6
GDM5;VCD9;7
GDM5;VLG1;3
GDM5;VLG2;4
GDM5;VLG3;4
GDM5;VNG1;4
GDM5;VNG10;3
GDM5;VNG11;2
GDM5;VNG12;3
GDM5;VNG2;3
GDM5;VNG3;3
GDM5;VNG4;4
GDM5;VNG5;5
GDM5;VNG6;2
GDM5;VNG7;3
GDM5;VNG8;4
GDM5;VNG9;2
GDM6;ARC1;7
GDM6;ARC10;9
GDM6;ARC11;9
GDM6;ARC12;9
GDM6;ARC13;8
GDM6;ARC14;6
GDM6;ARC15;5
GDM6;ARC16;5
GDM6;ARC17;10
GDM6;ARC18;10
GDM6;ARC19;5
GDM6;ARC2;8
GDM6;ARC20;4
GDM6;ARC21;4
GDM6;ARC3;8
GDM6;ARC4;8
GDM6;ARC5;8
GDM6;ARC6;7
GDM6;ARC7;6
GDM6;ARC8;9
GDM6;ARC9;9
GDM6;AVE1;7
GDM6;AVE2;8
GDM6;AVE3;9
GDM6;AVE4;8
GDM6;AVE5;7
GDM6;CAV1;12
GDM6;CAV2;12
GDM6;CAV3;13
GDM6;ESP1;5
GDM6;GDM1;4
GDM6;GDM2;3
GDM6;GDM3;4
GDM6;GDM4;3
GDM6;GDM5;2
GDM6;GDM6;1
GDM6;GDM7;2
GDM6;GDM8;3
GDM6;GDM9;3
GDM6;MAI1;5
GDM6;MAI2;6
GDM6;MAI3;5
GDM6;MAI4;4
GDM6;MAI5;5
GDM6;MTS1;6
GDM6;MTS2;6
GDM6;MTS3;7
GDM6;OAZ1;7
GDM6;OAZ2;6
GDM6;OAZ3;6
GDM6;OAZ4;7
GDM6;OAZ5;8
GDM6;OAZ6;8
GDM6;OAZ7;7
GDM6;OAZ8;6
GDM6;PRD1;5
GDM6;PRD2;4
GDM6;PRD3;5
GDM6;PRD4;6
GDM6;PRD5;3
GDM6;PRD6;4
GDM6;PRD7;5
GDM6;PRD8;3
GDM6;PRD9;2
GDM6;PRT1;6
GDM6;PRT2;6
GDM6;PRT3;5
GDM6;PV_VC;8
GDM6;PVZ2;9
GDM6;PVZ3;10
GDM6;PVZ4;11
GDM6;PVZ5;10
GDM6;PVZ6;9
GDM6;RAV1;6
GDM6;RAV10;12
GDM6;RAV2;6
GDM6;RAV3;6
GDM6;RAV4;6
GDM6;RAV5;8
GDM6;RAV6;9
GDM6;RAV7;9
GDM6;RAV8;10
GDM6;RAV9;11
GDM6;SJM1;6
GDM6;SMF1;5
GDM6;SMF10;2
GDM6;SMF11;3
GDM6;SMF12;4
GDM6;SMF2;5
GDM6;SMF3;4
GDM6;SMF4;5
GDM6;SMF5;5
GDM6;SMF6;4
GDM6;SMF7;3
GDM6;SMF8;4
GDM6;SMF9;5
GDM6;STR1;6
GDM6;STR2;7
GDM6;STR3;7
GDM6;STR4;6
GDM6;STR5;8
GDM6;STR6;5
GDM6;STR7;8
GDM6;STR8;4
GDM6;TES1;5
GDM6;TES10;4
GDM6;TES11;5
GDM6;TES12;6
GDM6;TES2;6
GDM6;TES3;7
GDM6;TES4;6
GDM6;TES5;5
GDM6;TES6;6
GDM6;TES7;7
GDM6;TES8;7
GDM6;TES9;4
GDM6;TRF1;6
GDM6;TRF2;6
GDM6;TRF3;5
GDM6;VCB1;7
GDM6;VCB2;6
GDM6;VCB3;7
GDM6;VCB4;8
GDM6;VCB5;7
GDM6;VCB6;8
GDM6;VCB7;8
GDM6;VCB8;8
GDM6;VCB9;9
GDM6;VCD10;8
GDM6;VCD11;7
GDM6;VCD12;7
GDM6;VCD2;8
GDM6;VCD3;7
GDM6;VCD4;9
GDM6;VCD5;9
GDM6;VCD6;8
GDM6;VCD7;7
GDM6;VCD8;6
GDM6;VCD9;7
GDM6;VLG1;3
GDM6;VLG2;4
GDM6;VLG3;4
GDM6;VNG1;5
GDM6;VNG10;4
GDM6;VNG11;2
GDM6;VNG12;3
GDM6;VNG2;4
GDM6;VNG3;4
GDM6;VNG4;5
GDM6;VNG5;6
GDM6;VNG6;3
GDM6;VNG7;4
GDM6;VNG8;5
GDM6;VNG9;3
GDM7;ARC1;6
GDM7;ARC10;8
GDM7;ARC11;8
GDM7;ARC12;8
GDM7;ARC13;7
GDM7;ARC14;6
GDM7;ARC15;5
GDM7;ARC16;4
GDM7;ARC17;9
GDM7;ARC18;9
GDM7;ARC19;5
GDM7;ARC2;7
GDM7;ARC20;4
GDM7;ARC21;3
GDM7;ARC3;7
GDM7;ARC4;7
GDM7;ARC5;7
GDM7;ARC6;6
GDM7;ARC7;5
GDM7;ARC8;8
GDM7;ARC9;8
GDM7;AVE1;7
GDM7;AVE2;8
GDM7;AVE3;9
GDM7;AVE4;8
GDM7;AVE5;7
GDM7;CAV1;12
GDM7;CAV2;12
GDM7;CAV3;13
GDM7;ESP1;6
GDM7;GDM1;4
GDM7;GDM2;3
GDM7;GDM3;4
GDM7;GDM4;3
GDM7;GDM5;3
GDM7;GDM6;2
GDM7;GDM7;1
GDM7;GDM8;2
GDM7;GDM9;2
GDM7;MAI1;5
GDM7;MAI2;6
GDM7;MAI3;5
GDM7;MAI4;4
GDM7;MAI5;5
GDM7;MTS1;6
GDM7;MTS2;6
GDM7;MTS3;7
GDM7;OAZ1;7
GDM7;OAZ2;6
GDM7;OAZ3;6
GDM7;OAZ4;7
GDM7;OAZ5;8
GDM7;OAZ6;8
GDM7;OAZ7;7
GDM7;OAZ8;6
GDM7;PRD1;5
GDM7;PRD2;4
GDM7;PRD3;5
GDM7;PRD4;6
GDM7;PRD5;3
GDM7;PRD6;4
GDM7;PRD7;5
GDM7;PRD8;3
GDM7;PRD9;2
GDM7;PRT1;6
GDM7;PRT2;6
GDM7;PRT3;5
GDM7;PV_VC;8
GDM7;PVZ2;9
GDM7;PVZ3;10
GDM7;PVZ4;11
GDM7;PVZ5;10
GDM7;PVZ6;9
GDM7;RAV1;6
GDM7;RAV10;12
GDM7;RAV2;6
GDM7;RAV3;6
GDM7;RAV4;6
GDM7;RAV5;8
GDM7;RAV6;9
GDM7;RAV7;9
GDM7;RAV8;10
GDM7;RAV9;11
GDM7;SJM1;6
GDM7;SMF1;5
GDM7;SMF10;2
GDM7;SMF11;3
GDM7;SMF12;4
GDM7;SMF2;5
GDM7;SMF3;4
GDM7;SMF4;5
GDM7;SMF5;5
GDM7;SMF6;4
GDM7;SMF7;3
GDM7;SMF8;4
GDM7;SMF9;5
GDM7;STR1;6
GDM7;STR2;7
GDM7;STR3;7
GDM7;STR4;6
GDM7;STR5;8
GDM7;STR6;5
GDM7;STR7;8
GDM7;STR8;4
GDM7;TES1;5
GDM7;TES10;3
GDM7;TES11;4
GDM7;TES12;5
GDM7;TES2;6
GDM7;TES3;7
GDM7;TES4;6
GDM7;TES5;5
GDM7;TES6;6
GDM7;TES7;7
GDM7;TES8;7
GDM7;TES9;3
GDM7;TRF1;6
GDM7;TRF2;6
GDM7;TRF3;5
GDM7;VCB1;7
GDM7;VCB2;6
GDM7;VCB3;7
GDM7;VCB4;8
GDM7;VCB5;7
GDM7;VCB6;8
GDM7;VCB7;8
GDM7;VCB8;8
GDM7;VCB9;9
GDM7;VCD10;8
GDM7;VCD11;7
GDM7;VCD12;7
GDM7;VCD2;8
GDM7;VCD3;7
GDM7;VCD4;9
GDM7;VCD5;9
GDM7;VCD6;8
GDM7;VCD7;7
GDM7;VCD8;6
GDM7;VCD9;7
GDM7;VLG1;3
GDM7;VLG2;4
GDM7;VLG3;4
GDM7;VNG1;5
GDM7;VNG10;5
GDM7;VNG11;3
GDM7;VNG12;3
GDM7;VNG2;4
GDM7;VNG3;5
GDM7;VNG4;6
GDM7;VNG5;6
GDM7;VNG6;4
GDM7;VNG7;5
GDM7;VNG8;6
GDM7;VNG9;4
GDM8;ARC1;5
GDM8;ARC10;7
GDM8;ARC11;7
GDM8;ARC12;7
GDM8;ARC13;6
GDM8;ARC14;5
GDM8;ARC15;4
GDM8;ARC16;3
GDM8;ARC17;8
GDM8;ARC18;8
GDM8;ARC19;4
GDM8;ARC2;6
GDM8;ARC20;3
GDM8;ARC21;2
GDM8;ARC3;6
GDM8;ARC4;6
GDM8;ARC5;6
GDM8;ARC6;5
GDM8;ARC7;4
GDM8;ARC8;7
GDM8;ARC9;7
GDM8;AVE1;8
GDM8;AVE2;9
GDM8;AVE3;10
GDM8;AVE4;9
GDM8;AVE5;8
GDM8;CAV1;13
GDM8;CAV2;13
GDM8;CAV3;14
GDM8;ESP1;6
GDM8;GDM1;5
GDM8;GDM2;4
GDM8;GDM3;5
GDM8;GDM4;4
GDM8;GDM5;4
GDM8;GDM6;3
GDM8;GDM7;2
GDM8;GDM8;1
GDM8;GDM9;2
GDM8;MAI1;6
GDM8;MAI2;7
GDM8;MAI3;6
GDM8;MAI4;5
GDM8;MAI5;6
GDM8;MTS1;7
GDM8;MTS2;7
GDM8;MTS3;8
GDM8;OAZ1;6
GDM8;OAZ2;6
GDM8;OAZ3;5
GDM8;OAZ4;6
GDM8;OAZ5;7
GDM8;OAZ6;7
GDM8;OAZ7;7
GDM8;OAZ8;5
GDM8;PRD1;6
GDM8;PRD2;5
GDM8;PRD3;6
GDM8;PRD4;7
GDM8;PRD5;4
GDM8;PRD6;5
GDM8;PRD7;6
GDM8;PRD8;3
GDM8;PRD9;3
GDM8;PRT1;7
GDM8;PRT2;7
GDM8;PRT3;6
GDM8;PV_VC;9
GDM8;PVZ2;10
GDM8;PVZ3;11
GDM8;PVZ4;12
GDM8;PVZ5;11
GDM8;PVZ6;10
GDM8;RAV1;6
GDM8;RAV10;12
GDM8;RAV2;6
GDM8;RAV3;6
GDM8;RAV4;6
GDM8;RAV5;8
GDM8;RAV6;9
GDM8;RAV7;9
GDM8;RAV8;10
GDM8;RAV9;11
GDM8;SJM1;5
GDM8;SMF1;5
GDM8;SMF10;2
GDM8;SMF11;2
GDM8;SMF12;3
GDM8;SMF2;5
GDM8;SMF3;4
GDM8;SMF4;5
GDM8;SMF5;5
GDM8;SMF6;4
GDM8;SMF7;3
GDM8;SMF8;4
GDM8;SMF9;4
GDM8;STR1;7
GDM8;STR2;8
GDM8;STR3;8
GDM8;STR4;7
GDM8;STR5;9
GDM8;STR6;6
GDM8;STR7;9
GDM8;STR8;5
GDM8;TES1;6
GDM8;TES10;3
GDM8;TES11;4
GDM8;TES12;5
GDM8;TES2;7
GDM8;TES3;8
GDM8;TES4;7
GDM8;TES5;6
GDM8;TES6;7
GDM8;TES7;8
GDM8;TES8;8
GDM8;TES9;2
GDM8;TRF1;7
GDM8;TRF2;7
GDM8;TRF3;6
GDM8;VCB1;6
GDM8;VCB2;5
GDM8;VCB3;6
GDM8;VCB4;7
GDM8;VCB5;6
GDM8;VCB6;7
GDM8;VCB7;7
GDM8;VCB8;7
GDM8;VCB9;8
GDM8;VCD10;9
GDM8;VCD11;8
GDM8;VCD12;8
GDM8;VCD2;9
GDM8;VCD3;8
GDM8;VCD4;10
GDM8;VCD5;10
GDM8;VCD6;9
GDM8;VCD7;8
GDM8;VCD8;7
GDM8;VCD9;8
GDM8;VLG1;4
GDM8;VLG2;5
GDM8;VLG3;5
GDM8;VNG1;6
GDM8;VNG10;5
GDM8;VNG11;3
GDM8;VNG12;3
GDM8;VNG2;5
GDM8;VNG3;6
GDM8;VNG4;7
GDM8;VNG5;7
GDM8;VNG6;5
GDM8;VNG7;6
GDM8;VNG8;6
GDM8;VNG9;4
GDM9;ARC1;6
GDM9;ARC10;8
GDM9;ARC11;8
GDM9;ARC12;8
GDM9;ARC13;7
GDM9;ARC14;6
GDM9;ARC15;5
GDM9;ARC16;4
GDM9;ARC17;9
GDM9;ARC18;9
GDM9;ARC19;5
GDM9;ARC2;7
GDM9;ARC20;4
GDM9;ARC21;3
GDM9;ARC3;7
GDM9;ARC4;7
GDM9;ARC5;7
GDM9;ARC6;6
GDM9;ARC7;5
GDM9;ARC8;8
GDM9;ARC9;8
GDM9;AVE1;7
GDM9;AVE2;8
GDM9;AVE3;9
GDM9;AVE4;8
GDM9;AVE5;7
GDM9;CAV1;12
GDM9;CAV2;12
GDM9;CAV3;13
GDM9;ESP1;6
GDM9;GDM1;4
GDM9;GDM2;3
GDM9;GDM3;4
GDM9;GDM4;3
GDM9;GDM5;3
GDM9;GDM6;3
GDM9;GDM7;2
GDM9;GDM8;2
GDM9;GDM9;1
GDM9;MAI1;5
GDM9;MAI2;6
GDM9;MAI3;5
GDM9;MAI4;4
GDM9;MAI5;5
GDM9;MTS1;6
GDM9;MTS2;6
GDM9;MTS3;7
GDM9;OAZ1;7
GDM9;OAZ2;7
GDM9;OAZ3;6
GDM9;OAZ4;7
GDM9;OAZ5;8
GDM9;OAZ6;8
GDM9;OAZ7;8
GDM9;OAZ8;6
GDM9;PRD1;5
GDM9;PRD2;4
GDM9;PRD3;5
GDM9;PRD4;6
GDM9;PRD5;3
GDM9;PRD6;4
GDM9;PRD7;5
GDM9;PRD8;2
GDM9;PRD9;2
GDM9;PRT1;6
GDM9;PRT2;6
GDM9;PRT3;5
GDM9;PV_VC;8
GDM9;PVZ2;9
GDM9;PVZ3;10
GDM9;PVZ4;11
GDM9;PVZ5;10
GDM9;PVZ6;9
GDM9;RAV1;7
GDM9;RAV10;13
GDM9;RAV2;7
GDM9;RAV3;7
GDM9;RAV4;7
GDM9;RAV5;9
GDM9;RAV6;10
GDM9;RAV7;10
GDM9;RAV8;11
GDM9;RAV9;12
GDM9;SJM1;6
GDM9;SMF1;6
GDM9;SMF10;3
GDM9;SMF11;3
GDM9;SMF12;4
GDM9;SMF2;6
GDM9;SMF3;5
GDM9;SMF4;6
GDM9;SMF5;6
GDM9;SMF6;5
GDM9;SMF7;4
GDM9;SMF8;5
GDM9;SMF9;5
GDM9;STR1;6
GDM9;STR2;7
GDM9;STR3;7
GDM9;STR4;6
GDM9;STR5;8
GDM9;STR6;5
GDM9;STR7;8
GDM9;STR8;4
GDM9;TES1;5
GDM9;TES10;2
GDM9;TES11;3
GDM9;TES12;4
GDM9;TES2;6
GDM9;TES3;7
GDM9;TES4;6
GDM9;TES5;5
GDM9;TES6;6
GDM9;TES7;7
GDM9;TES8;7
GDM9;TES9;2
GDM9;TRF1;6
GDM9;TRF2;6
GDM9;TRF3;5
GDM9;VCB1;7
GDM9;VCB2;6
GDM9;VCB3;7
GDM9;VCB4;8
GDM9;VCB5;7
GDM9;VCB6;8
GDM9;VCB7;8
GDM9;VCB8;8
GDM9;VCB9;9
GDM9;VCD10;8
GDM9;VCD11;7
GDM9;VCD12;7
GDM9;VCD2;8
GDM9;VCD3;7
GDM9;VCD4;9
GDM9;VCD5;9
GDM9;VCD6;8
GDM9;VCD7;7
GDM9;VCD8;6
GDM9;VCD9;7
GDM9;VLG1;3
GDM9;VLG2;4
GDM9;VLG3;4
GDM9;VNG1;5
GDM9;VNG10;5
GDM9;VNG11;4
GDM9;VNG12;4
GDM9;VNG2;4
GDM9;VNG3;5
GDM9;VNG4;6
GDM9;VNG5;6
GDM9;VNG6;4
GDM9;VNG7;5
GDM9;VNG8;6
GDM9;VNG9;4
MAI1;ARC1;10
MAI1;ARC10;12
MAI1;ARC11;12
MAI1;ARC12;12
MAI1;ARC13;11
MAI1;ARC14;10
MAI1;ARC15;9
MAI1;ARC16;8
MAI1;ARC17;13
MAI1;ARC18;13
MAI1;ARC19;9
MAI1;ARC2;11
MAI1;ARC20;8
MAI1;ARC21;7
MAI1;ARC3;11
MAI1;ARC4;11
MAI1;ARC5;11
MAI1;ARC6;10
MAI1;ARC7;9
MAI1;ARC8;12
MAI1;ARC9;12
MAI1;AVE1;5
MAI1;AVE2;6
MAI1;AVE3;8
MAI1;AVE4;7
MAI1;AVE5;6
MAI1;CAV1;8
MAI1;CAV2;8
MAI1;CAV3;9
MAI1;ESP1;6
MAI1;GDM1;3
MAI1;GDM2;4
MAI1;GDM3;3
MAI1;GDM4;4
MAI1;GDM5;5
MAI1;GDM6;5
MAI1;GDM7;5
MAI1;GDM8;6
MAI1;GDM9;5
MAI1;MAI1;1
MAI1;MAI2;2
MAI1;MAI3;2
MAI1;MAI4;2
MAI1;MAI5;3
MAI1;MTS1;2
MAI1;MTS2;2
MAI1;MTS3;3
MAI1;OAZ1;11
MAI1;OAZ2;10
MAI1;OAZ3;10
MAI1;OAZ4;11
MAI1;OAZ5;12
MAI1;OAZ6;12
MAI1;OAZ7;11
MAI1;OAZ8;10
MAI1;PRD1;6
MAI1;PRD2;5
MAI1;PRD3;6
MAI1;PRD4;7
MAI1;PRD5;4
MAI1;PRD6;5
MAI1;PRD7;5
MAI1;PRD8;5
MAI1;PRD9;4
MAI1;PRT1;3
MAI1;PRT2;2
MAI1;PRT3;2
MAI1;PV_VC;4
MAI1;PVZ2;5
MAI1;PVZ3;6
MAI1;PVZ4;7
MAI1;PVZ5;6
MAI1;PVZ6;6
MAI1;RAV1;7
MAI1;RAV10;16
MAI1;RAV2;10
MAI1;RAV3;10
MAI1;RAV4;10
MAI1;RAV5;12
MAI1;RAV6;13
MAI1;RAV7;13
MAI1;RAV8;14
MAI1;RAV9;15
MAI1;SJM1;10
MAI1;SMF1;9
MAI1;SMF10;6
MAI1;SMF11;7
MAI1;SMF12;8
MAI1;SMF2;8
MAI1;SMF3;8
MAI1;SMF4;9
MAI1;SMF5;7
MAI1;SMF6;7
MAI1;SMF7;7
MAI1;SMF8;8
MAI1;SMF9;9
MAI1;STR1;5
MAI1;STR2;6
MAI1;STR3;6
MAI1;STR4;5
MAI1;STR5;7
MAI1;STR6;5
MAI1;STR7;8
MAI1;STR8;4
MAI1;TES1;6
MAI1;TES10;6
MAI1;TES11;7
MAI1;TES12;8
MAI1;TES2;7
MAI1;TES3;7
MAI1;TES4;6
MAI1;TES5;5
MAI1;TES6;7
MAI1;TES7;8
MAI1;TES8;7
MAI1;TES9;6
MAI1;TRF1;4
MAI1;TRF2;3
MAI1;TRF3;4
MAI1;VCB1;11
MAI1;VCB2;10
MAI1;VCB3;11
MAI1;VCB4;12
MAI1;VCB5;11
MAI1;VCB6;12
MAI1;VCB7;12
MAI1;VCB8;12
MAI1;VCB9;13
MAI1;VCD10;5
MAI1;VCD11;4
MAI1;VCD12;3
MAI1;VCD2;4
MAI1;VCD3;3
MAI1;VCD4;5
MAI1;VCD5;5
MAI1;VCD6;4
MAI1;VCD7;3
MAI1;VCD8;2
MAI1;VCD9;3
MAI1;VLG1;3
MAI1;VLG2;3
MAI1;VLG3;4
MAI1;VNG1;3
MAI1;VNG10;6
MAI1;VNG11;6
MAI1;VNG12;7
MAI1;VNG2;4
MAI1;VNG3;4
MAI1;VNG4;4
MAI1;VNG5;3
MAI1;VNG6;5
MAI1;VNG7;5
MAI1;VNG8;5
MAI1;VNG9;6
MAI2;ARC1;11
MAI2;ARC10;13
MAI2;ARC11;13
MAI2;ARC12;13
MAI2;ARC13;12
MAI2;ARC14;11
MAI2;ARC15;10
MAI2;ARC16;9
MAI2;ARC17;14
MAI2;ARC18;14
MAI2;ARC19;10
MAI2;ARC2;12
MAI2;ARC20;9
MAI2;ARC21;8
MAI2;ARC3;12
MAI2;ARC4;12
MAI2;ARC5;12
MAI2;ARC6;11
MAI2;ARC7;10
MAI2;ARC8;13
MAI2;ARC9;13
MAI2;AVE1;4
MAI2;AVE2;5
MAI2;AVE3;7
MAI2;AVE4;6
MAI2;AVE5;5
MAI2;CAV1;8
MAI2;CAV2;8
MAI2;CAV3;9
MAI2;ESP1;7
MAI2;GDM1;4
MAI2;GDM2;5
MAI2;GDM3;4
MAI2;GDM4;5
MAI2;GDM5;6
MAI2;GDM6;6
MAI2;GDM7;6
MAI2;GDM8;7
MAI2;GDM9;6
MAI2;MAI1;2
MAI2;MAI2;1
MAI2;MAI3;2
MAI2;MAI4;3
MAI2;MAI5;2
MAI2;MTS1;3
MAI2;MTS2;3
MAI2;MTS3;3
MAI2;OAZ1;12
MAI2;OAZ2;11
MAI2;OAZ3;11
MAI2;OAZ4;12
MAI2;OAZ5;13
MAI2;OAZ6;13
MAI2;OAZ7;12
MAI2;OAZ8;11
MAI2;PRD1;7
MAI2;PRD2;6
MAI2;PRD3;7
MAI2;PRD4;7
MAI2;PRD5;5
MAI2;PRD6;6
MAI2;PRD7;6
MAI2;PRD8;6
MAI2;PRD9;5
MAI2;PRT1;4
MAI2;PRT2;3
MAI2;PRT3;3
MAI2;PV_VC;4
MAI2;PVZ2;5
MAI2;PVZ3;6
MAI2;PVZ4;7
MAI2;PVZ5;6
MAI2;PVZ6;5
MAI2;RAV1;8
MAI2;RAV10;17
MAI2;RAV2;11
MAI2;RAV3;11
MAI2;RAV4;11
MAI2;RAV5;13
MAI2;RAV6;14
MAI2;RAV7;14
MAI2;RAV8;15
MAI2;RAV9;16
MAI2;SJM1;11
MAI2;SMF1;10
MAI2;SMF10;7
MAI2;SMF11;8
MAI2;SMF12;9
MAI2;SMF2;9
MAI2;SMF3;9
MAI2;SMF4;10
MAI2;SMF5;8
MAI2;SMF6;8
