origin_id;destination_id;distance
ARC12;SMF8;8
ARC12;SMF9;7
ARC12;STR1;13
ARC12;STR2;14
ARC12;STR3;14
ARC12;STR4;13
ARC12;STR5;15
ARC12;STR6;12
ARC12;STR7;15
ARC12;STR8;11
ARC12;TES1;12
ARC12;TES10;9
ARC12;TES11;10
ARC12;TES12;11
ARC12;TES2;13
ARC12;TES3;14
ARC12;TES4;13
ARC12;TES5;12
ARC12;TES6;13
ARC12;TES7;14
ARC12;TES8;14
ARC12;TES9;8
ARC12;TRF1;13
ARC12;TRF2;13
ARC12;TRF3;12
ARC12;VCB1;6
ARC12;VCB2;5
ARC12;VCB3;5
ARC12;VCB4;6
ARC12;VCB5;4
ARC12;VCB6;5
ARC12;VCB7;6
ARC12;VCB8;4
ARC12;VCB9;5
ARC12;VCD10;15
ARC12;VCD11;14
ARC12;VCD12;14
ARC12;VCD2;15
ARC12;VCD3;14
ARC12;VCD4;16
ARC12;VCD5;16
ARC12;VCD6;15
ARC12;VCD7;14
ARC12;VCD8;13
ARC12;VCD9;14
ARC12;VLG1;10
ARC12;VLG2;11
ARC12;VLG3;11
ARC12;VNG1;12
ARC12;VNG10;10
ARC12;VNG11;9
ARC12;VNG12;9
ARC12;VNG2;11
ARC12;VNG3;12
ARC12;VNG4;12
ARC12;VNG5;13
ARC12;VNG6;11
ARC12;VNG7;11
ARC12;VNG8;11
ARC12;VNG9;10
ARC13;ARC1;3
ARC13;ARC10;5
ARC13;ARC11;4
ARC13;ARC12;3
ARC13;ARC13;1
ARC13;ARC14;3
ARC13;ARC15;4
ARC13;ARC16;4
ARC13;ARC17;6
ARC13;ARC18;5
ARC13;ARC19;4
ARC13;ARC2;4
ARC13;ARC20;5
ARC13;ARC21;5
ARC13;ARC3;4
ARC13;ARC4;3
ARC13;ARC5;2
ARC13;ARC6;2
ARC13;ARC7;3
ARC13;ARC8;5
ARC13;ARC9;5
ARC13;AVE1;13
ARC13;AVE2;14
ARC13;AVE3;15
ARC13;AVE4;14
ARC13;AVE5;13
ARC13;CAV1;18
ARC13;CAV2;18
ARC13;CAV3;19
ARC13;ESP1;9
ARC13;GDM1;10
ARC13;GDM2;9
ARC13;GDM3;10
ARC13;GDM4;9
ARC13;GDM5;9
ARC13;GDM6;8
ARC13;GDM7;7
ARC13;GDM8;6
ARC13;GDM9;7
ARC13;MAI1;11
ARC13;MAI2;12
ARC13;MAI3;11
ARC13;MAI4;10
ARC13;MAI5;11
ARC13;MTS1;12
ARC13;MTS2;12
ARC13;MTS3;13
ARC13;OAZ1;6
ARC13;OAZ2;6
ARC13;OAZ3;5
ARC13;OAZ4;5
ARC13;OAZ5;5
ARC13;OAZ6;6
ARC13;OAZ7;7
ARC13;OAZ8;4
ARC13;PRD1;11
ARC13;PRD2;10
ARC13;PRD3;11
ARC13;PRD4;12
ARC13;PRD5;9
ARC13;PRD6;10
ARC13;PRD7;11
ARC13;PRD8;8
ARC13;PRD9;8
ARC13;PRT1;12
ARC13;PRT2;12
ARC13;PRT3;11
ARC13;PV_VC;14
ARC13;PVZ2;15
ARC13;PVZ3;16
ARC13;PVZ4;17
ARC13;PVZ5;16
ARC13;PVZ6;15
ARC13;RAV1;9
ARC13;RAV10;12
ARC13;RAV2;8
ARC13;RAV3;8
ARC13;RAV4;7
ARC13;RAV5;8
ARC13;RAV6;9
ARC13;RAV7;9
ARC13;RAV8;10
ARC13;RAV9;11
ARC13;SJM1;6
ARC13;SMF1;7
ARC13;SMF10;7
ARC13;SMF11;6
ARC13;SMF12;5
ARC13;SMF2;8
ARC13;SMF3;7
ARC13;SMF4;6
ARC13;SMF5;8
ARC13;SMF6;7
ARC13;SMF7;6
ARC13;SMF8;6
ARC13;SMF9;5
ARC13;STR1;12
ARC13;STR2;13
ARC13;STR3;13
ARC13;STR4;12
ARC13;STR5;14
ARC13;STR6;11
ARC13;STR7;14
ARC13;STR8;10
ARC13;TES1;11
ARC13;TES10;8
ARC13;TES11;9
ARC13;TES12;10
ARC13;TES2;12
ARC13;TES3;13
ARC13;TES4;12
ARC13;TES5;11
ARC13;TES6;12
ARC13;TES7;13
ARC13;TES8;13
ARC13;TES9;7
ARC13;TRF1;12
ARC13;TRF2;12
ARC13;TRF3;11
ARC13;VCB1;4
ARC13;VCB2;3
ARC13;VCB3;3
ARC13;VCB4;4
ARC13;VCB5;2
ARC13;VCB6;3
ARC13;VCB7;4
ARC13;VCB8;2
ARC13;VCB9;3
ARC13;VCD10;14
ARC13;VCD11;13
ARC13;VCD12;13
ARC13;VCD2;14
ARC13;VCD3;13
ARC13;VCD4;15
ARC13;VCD5;15
ARC13;VCD6;14
ARC13;VCD7;13
ARC13;VCD8;12
ARC13;VCD9;13
ARC13;VLG1;9
ARC13;VLG2;10
ARC13;VLG3;10
ARC13;VNG1;11
ARC13;VNG10;8
ARC13;VNG11;8
ARC13;VNG12;7
ARC13;VNG2;10
ARC13;VNG3;10
ARC13;VNG4;10
ARC13;VNG5;11
ARC13;VNG6;9
ARC13;VNG7;9
ARC13;VNG8;9
ARC13;VNG9;8
ARC14;ARC1;3
ARC14;ARC10;5
ARC14;ARC11;5
ARC14;ARC12;4
ARC14;ARC13;3
ARC14;ARC14;1
ARC14;ARC15;2
ARC14;ARC16;3
ARC14;ARC17;6
ARC14;ARC18;6
ARC14;ARC19;3
ARC14;ARC2;4
ARC14;ARC20;3
ARC14;ARC21;4
ARC14;ARC3;4
ARC14;ARC4;4
ARC14;ARC5;3
ARC14;ARC6;2
ARC14;ARC7;2
ARC14;ARC8;5
ARC14;ARC9;5
ARC14;AVE1;12
ARC14;AVE2;13
ARC14;AVE3;14
ARC14;AVE4;13
ARC14;AVE5;12
ARC14;CAV1;17
ARC14;CAV2;17
ARC14;CAV3;18
ARC14;ESP1;8
ARC14;GDM1;9
ARC14;GDM2;8
ARC14;GDM3;9
ARC14;GDM4;8
ARC14;GDM5;7
ARC14;GDM6;6
ARC14;GDM7;6
ARC14;GDM8;5
ARC14;GDM9;6
ARC14;MAI1;10
ARC14;MAI2;11
ARC14;MAI3;10
ARC14;MAI4;9
ARC14;MAI5;10
ARC14;MTS1;11
ARC14;MTS2;11
ARC14;MTS3;12
ARC14;OAZ1;5
ARC14;OAZ2;5
ARC14;OAZ3;4
ARC14;OAZ4;4
ARC14;OAZ5;5
ARC14;OAZ6;6
ARC14;OAZ7;6
ARC14;OAZ8;3
ARC14;PRD1;10
ARC14;PRD2;9
ARC14;PRD3;10
ARC14;PRD4;11
ARC14;PRD5;8
ARC14;PRD6;9
ARC14;PRD7;10
ARC14;PRD8;7
ARC14;PRD9;7
ARC14;PRT1;11
ARC14;PRT2;11
ARC14;PRT3;10
ARC14;PV_VC;13
ARC14;PVZ2;14
ARC14;PVZ3;15
ARC14;PVZ4;16
ARC14;PVZ5;15
ARC14;PVZ6;14
ARC14;RAV1;8
ARC14;RAV10;11
ARC14;RAV2;7
ARC14;RAV3;7
ARC14;RAV4;6
ARC14;RAV5;7
ARC14;RAV6;8
ARC14;RAV7;8
ARC14;RAV8;9
ARC14;RAV9;10
ARC14;SJM1;5
ARC14;SMF1;6
ARC14;SMF10;5
ARC14;SMF11;4
ARC14;SMF12;4
ARC14;SMF2;7
ARC14;SMF3;6
ARC14;SMF4;5
ARC14;SMF5;7
ARC14;SMF6;6
ARC14;SMF7;5
ARC14;SMF8;5
ARC14;SMF9;4
ARC14;STR1;11
ARC14;STR2;12
ARC14;STR3;12
ARC14;STR4;11
ARC14;STR5;13
ARC14;STR6;10
ARC14;STR7;13
ARC14;STR8;9
ARC14;TES1;10
ARC14;TES10;7
ARC14;TES11;8
ARC14;TES12;9
ARC14;TES2;11
ARC14;TES3;12
ARC14;TES4;11
ARC14;TES5;10
ARC14;TES6;11
ARC14;TES7;12
ARC14;TES8;12
ARC14;TES9;6
ARC14;TRF1;11
ARC14;TRF2;11
ARC14;TRF3;10
ARC14;VCB1;3
ARC14;VCB2;2
ARC14;VCB3;3
ARC14;VCB4;4
ARC14;VCB5;2
ARC14;VCB6;3
ARC14;VCB7;4
ARC14;VCB8;3
ARC14;VCB9;4
ARC14;VCD10;13
ARC14;VCD11;12
ARC14;VCD12;12
ARC14;VCD2;13
ARC14;VCD3;12
ARC14;VCD4;14
ARC14;VCD5;14
ARC14;VCD6;13
ARC14;VCD7;12
ARC14;VCD8;11
ARC14;VCD9;12
ARC14;VLG1;8
ARC14;VLG2;9
ARC14;VLG3;9
ARC14;VNG1;10
ARC14;VNG10;7
ARC14;VNG11;6
ARC14;VNG12;6
ARC14;VNG2;9
ARC14;VNG3;9
ARC14;VNG4;9
ARC14;VNG5;10
ARC14;VNG6;8
ARC14;VNG7;8
ARC14;VNG8;8
ARC14;VNG9;7
ARC15;ARC1;3
ARC15;ARC10;5
ARC15;ARC11;5
ARC15;ARC12;5
ARC15;ARC13;4
ARC15;ARC14;2
ARC15;ARC15;1
ARC15;ARC16;2
ARC15;ARC17;6
ARC15;ARC18;6
ARC15;ARC19;2
ARC15;ARC2;4
ARC15;ARC20;2
ARC15;ARC21;3
ARC15;ARC3;4
ARC15;ARC4;4
ARC15;ARC5;4
ARC15;ARC6;3
ARC15;ARC7;2
ARC15;ARC8;5
ARC15;ARC9;5
ARC15;AVE1;11
ARC15;AVE2;12
ARC15;AVE3;13
ARC15;AVE4;12
ARC15;AVE5;11
ARC15;CAV1;16
ARC15;CAV2;16
ARC15;CAV3;17
ARC15;ESP1;7
ARC15;GDM1;8
ARC15;GDM2;7
ARC15;GDM3;8
ARC15;GDM4;7
ARC15;GDM5;6
ARC15;GDM6;5
ARC15;GDM7;5
ARC15;GDM8;4
ARC15;GDM9;5
ARC15;MAI1;9
ARC15;MAI2;10
ARC15;MAI3;9
ARC15;MAI4;8
ARC15;MAI5;9
ARC15;MTS1;10
ARC15;MTS2;10
ARC15;MTS3;11
ARC15;OAZ1;5
ARC15;OAZ2;5
ARC15;OAZ3;4
ARC15;OAZ4;4
ARC15;OAZ5;5
ARC15;OAZ6;6
ARC15;OAZ7;6
ARC15;OAZ8;3
ARC15;PRD1;9
ARC15;PRD2;8
ARC15;PRD3;9
ARC15;PRD4;10
ARC15;PRD5;7
ARC15;PRD6;8
ARC15;PRD7;9
ARC15;PRD8;6
ARC15;PRD9;6
ARC15;PRT1;10
ARC15;PRT2;10
ARC15;PRT3;9
ARC15;PV_VC;12
ARC15;PVZ2;13
ARC15;PVZ3;14
ARC15;PVZ4;15
ARC15;PVZ5;14
ARC15;PVZ6;13
ARC15;RAV1;7
ARC15;RAV10;11
ARC15;RAV2;6
ARC15;RAV3;6
ARC15;RAV4;5
ARC15;RAV5;7
ARC15;RAV6;8
ARC15;RAV7;8
ARC15;RAV8;9
ARC15;RAV9;10
ARC15;SJM1;4
ARC15;SMF1;5
ARC15;SMF10;4
ARC15;SMF11;3
ARC15;SMF12;3
ARC15;SMF2;6
ARC15;SMF3;5
ARC15;SMF4;4
ARC15;SMF5;6
ARC15;SMF6;5
ARC15;SMF7;4
ARC15;SMF8;4
ARC15;SMF9;3
ARC15;STR1;10
ARC15;STR2;11
ARC15;STR3;11
ARC15;STR4;10
ARC15;STR5;12
ARC15;STR6;9
ARC15;STR7;12
ARC15;STR8;8
ARC15;TES1;9
ARC15;TES10;6
ARC15;TES11;7
ARC15;TES12;8
ARC15;TES2;10
ARC15;TES3;11
ARC15;TES4;10
ARC15;TES5;9
ARC15;TES6;10
ARC15;TES7;11
ARC15;TES8;11
ARC15;TES9;5
ARC15;TRF1;10
ARC15;TRF2;10
ARC15;TRF3;9
ARC15;VCB1;3
ARC15;VCB2;2
ARC15;VCB3;3
ARC15;VCB4;4
ARC15;VCB5;3
ARC15;VCB6;4
ARC15;VCB7;4
ARC15;VCB8;4
ARC15;VCB9;5
ARC15;VCD10;12
ARC15;VCD11;11
ARC15;VCD12;11
ARC15;VCD2;12
ARC15;VCD3;11
ARC15;VCD4;13
ARC15;VCD5;13
ARC15;VCD6;12
ARC15;VCD7;11
ARC15;VCD8;10
ARC15;VCD9;11
ARC15;VLG1;7
ARC15;VLG2;8
ARC15;VLG3;8
ARC15;VNG1;9
ARC15;VNG10;6
ARC15;VNG11;5
ARC15;VNG12;5
ARC15;VNG2;8
ARC15;VNG3;8
ARC15;VNG4;8
ARC15;VNG5;9
ARC15;VNG6;7
ARC15;VNG7;7
ARC15;VNG8;7
ARC15;VNG9;6
ARC16;ARC1;3
ARC16;ARC10;5
ARC16;ARC11;5
ARC16;ARC12;5
ARC16;ARC13;4
ARC16;ARC14;3
ARC16;ARC15;2
ARC16;ARC16;1
ARC16;ARC17;6
ARC16;ARC18;6
ARC16;ARC19;3
ARC16;ARC2;4
ARC16;ARC20;2
ARC16;ARC21;2
ARC16;ARC3;4
ARC16;ARC4;4
ARC16;ARC5;4
ARC16;ARC6;3
ARC16;ARC7;2
ARC16;ARC8;5
ARC16;ARC9;5
ARC16;AVE1;10
ARC16;AVE2;11
ARC16;AVE3;12
ARC16;AVE4;11
ARC16;AVE5;10
ARC16;CAV1;15
ARC16;CAV2;15
ARC16;CAV3;16
ARC16;ESP1;7
ARC16;GDM1;7
ARC16;GDM2;6
ARC16;GDM3;7
ARC16;GDM4;6
ARC16;GDM5;6
ARC16;GDM6;5
ARC16;GDM7;4
ARC16;GDM8;3
ARC16;GDM9;4
ARC16;MAI1;8
ARC16;MAI2;9
ARC16;MAI3;8
ARC16;MAI4;7
ARC16;MAI5;8
ARC16;MTS1;9
ARC16;MTS2;9
ARC16;MTS3;10
ARC16;OAZ1;6
ARC16;OAZ2;6
ARC16;OAZ3;5
ARC16;OAZ4;5
ARC16;OAZ5;6
ARC16;OAZ6;7
ARC16;OAZ7;7
ARC16;OAZ8;4
ARC16;PRD1;8
ARC16;PRD2;7
ARC16;PRD3;8
ARC16;PRD4;9
ARC16;PRD5;6
ARC16;PRD6;7
ARC16;PRD7;8
ARC16;PRD8;5
ARC16;PRD9;5
ARC16;PRT1;9
ARC16;PRT2;9
ARC16;PRT3;8
ARC16;PV_VC;11
ARC16;PVZ2;12
ARC16;PVZ3;13
ARC16;PVZ4;14
ARC16;PVZ5;13
ARC16;PVZ6;12
ARC16;RAV1;7
ARC16;RAV10;12
ARC16;RAV2;7
ARC16;RAV3;7
ARC16;RAV4;6
ARC16;RAV5;8
ARC16;RAV6;9
ARC16;RAV7;9
ARC16;RAV8;10
ARC16;RAV9;11
ARC16;SJM1;5
ARC16;SMF1;6
ARC16;SMF10;4
ARC16;SMF11;3
